Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-2g08451	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08454	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08455	GO:0003723	RNA binding	Molecular Function
CSH1-2g08455	GO:0005515	protein binding	Molecular Function
CSH1-2g08455	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08455	GO:0009451	RNA modification	Biological Process
CSH1-2g08457	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
CSH1-2g08457	GO:0031461	cullin-RING ubiquitin ligase complex	Cellular Component
CSH1-2g08457	GO:0031625	ubiquitin protein ligase binding	Molecular Function
CSH1-2g08463	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
CSH1-2g08463	GO:0031461	cullin-RING ubiquitin ligase complex	Cellular Component
CSH1-2g08463	GO:0031625	ubiquitin protein ligase binding	Molecular Function
CSH1-2g08467	GO:0005886	plasma membrane	Cellular Component
CSH1-2g08467	GO:0015079	potassium ion transmembrane transporter activity	Molecular Function
CSH1-2g08467	GO:0071805	potassium ion transmembrane transport	Biological Process
CSH1-2g08472	GO:0003714	transcription corepressor activity	Molecular Function
CSH1-2g08472	GO:0005634	nucleus	Cellular Component
CSH1-2g08468	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Molecular Function
CSH1-2g08468	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	Molecular Function
CSH1-2g08468	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
CSH1-2g08468	GO:0016602	CCAAT-binding factor complex	Cellular Component
CSH1-2g08468	GO:0046982	protein heterodimerization activity	Molecular Function
CSH1-2g08471	GO:0003824	catalytic activity	Molecular Function
CSH1-2g08474	GO:0015079	potassium ion transmembrane transporter activity	Molecular Function
CSH1-2g08474	GO:0016020	membrane	Cellular Component
CSH1-2g08474	GO:0071805	potassium ion transmembrane transport	Biological Process
CSH1-2g08475	GO:0015079	potassium ion transmembrane transporter activity	Molecular Function
CSH1-2g08475	GO:0016020	membrane	Cellular Component
CSH1-2g08475	GO:0071805	potassium ion transmembrane transport	Biological Process
CSH1-2g08476	GO:0055085	transmembrane transport	Biological Process
CSH1-2g08477	GO:0015020	glucuronosyltransferase activity	Molecular Function
CSH1-2g08477	GO:0016020	membrane	Cellular Component
CSH1-2g08483	GO:0016020	membrane	Cellular Component
CSH1-2g08483	GO:0016192	vesicle-mediated transport	Biological Process
CSH1-2g08485	GO:0004070	aspartate carbamoyltransferase activity	Molecular Function
CSH1-2g08485	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	Biological Process
CSH1-2g08485	GO:0006520	amino acid metabolic process	Biological Process
CSH1-2g08485	GO:0016597	amino acid binding	Molecular Function
CSH1-2g08488	GO:0004722	protein serine/threonine phosphatase activity	Molecular Function
CSH1-2g08488	GO:0006470	protein dephosphorylation	Biological Process
CSH1-2g08488	GO:0007165	signal transduction	Biological Process
CSH1-2g08489	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08489	GO:0004813	alanine-tRNA ligase activity	Molecular Function
CSH1-2g08489	GO:0005524	ATP binding	Molecular Function
CSH1-2g08489	GO:0006419	alanyl-tRNA aminoacylation	Biological Process
CSH1-2g08492	GO:0004601	peroxidase activity	Molecular Function
CSH1-2g08492	GO:0006979	response to oxidative stress	Biological Process
CSH1-2g08492	GO:0020037	heme binding	Molecular Function
CSH1-2g08492	GO:0098869	cellular oxidant detoxification	Biological Process
CSH1-2g08493	GO:0005576	extracellular region	Cellular Component
CSH1-2g08493	GO:0006979	response to oxidative stress	Biological Process
CSH1-2g08493	GO:0020037	heme binding	Molecular Function
CSH1-2g08493	GO:0042744	hydrogen peroxide catabolic process	Biological Process
CSH1-2g08493	GO:0046872	metal ion binding	Molecular Function
CSH1-2g08493	GO:0098869	cellular oxidant detoxification	Biological Process
CSH1-2g08493	GO:0140825	lactoperoxidase activity	Molecular Function
CSH1-2g08494	GO:0016020	membrane	Cellular Component
CSH1-2g08494	GO:0016760	cellulose synthase (UDP-forming) activity	Molecular Function
CSH1-2g08494	GO:0030244	cellulose biosynthetic process	Biological Process
CSH1-2g08499	GO:0000139	Golgi membrane	Cellular Component
CSH1-2g08499	GO:0005768	endosome	Cellular Component
CSH1-2g08499	GO:0005802	trans-Golgi network	Cellular Component
CSH1-2g08499	GO:0009969	xyloglucan biosynthetic process	Biological Process
CSH1-2g08499	GO:0016758	hexosyltransferase activity	Molecular Function
CSH1-2g08499	GO:0033843	xyloglucan 6-xylosyltransferase activity	Molecular Function
CSH1-2g08499	GO:0035252	UDP-xylosyltransferase activity	Molecular Function
CSH1-2g08502	GO:0000049	tRNA binding	Molecular Function
CSH1-2g08502	GO:0002161	aminoacyl-tRNA deacylase activity	Molecular Function
CSH1-2g08502	GO:0004822	isoleucine-tRNA ligase activity	Molecular Function
CSH1-2g08502	GO:0005524	ATP binding	Molecular Function
CSH1-2g08502	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08502	GO:0006428	isoleucyl-tRNA aminoacylation	Biological Process
CSH1-2g08502	GO:0032543	mitochondrial translation	Biological Process
CSH1-2g08513	GO:0005524	ATP binding	Molecular Function
CSH1-2g08513	GO:0016020	membrane	Cellular Component
CSH1-2g08513	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-2g08513	GO:0055085	transmembrane transport	Biological Process
CSH1-2g08513	GO:0140359	ABC-type transporter activity	Molecular Function
CSH1-2g08510	GO:0004822	isoleucine-tRNA ligase activity	Molecular Function
CSH1-2g08510	GO:0005524	ATP binding	Molecular Function
CSH1-2g08510	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08510	GO:0006428	isoleucyl-tRNA aminoacylation	Biological Process
CSH1-2g08510	GO:0032543	mitochondrial translation	Biological Process
CSH1-2g08511	GO:0003729	mRNA binding	Molecular Function
CSH1-2g08511	GO:0005515	protein binding	Molecular Function
CSH1-2g08511	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08511	GO:0006396	RNA processing	Biological Process
CSH1-2g08511	GO:0007005	mitochondrion organization	Biological Process
CSH1-2g08519	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
CSH1-2g08520	GO:0000779	condensed chromosome, centromeric region	Cellular Component
CSH1-2g08520	GO:0000796	condensin complex	Cellular Component
CSH1-2g08520	GO:0007076	mitotic chromosome condensation	Biological Process
CSH1-2g08520	GO:0010032	meiotic chromosome condensation	Biological Process
CSH1-2g08520	GO:0042393	histone binding	Molecular Function
CSH1-2g08518	GO:0005509	calcium ion binding	Molecular Function
CSH1-2g08518	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08529	GO:0004672	protein kinase activity	Molecular Function
CSH1-2g08529	GO:0005515	protein binding	Molecular Function
CSH1-2g08529	GO:0005524	ATP binding	Molecular Function
CSH1-2g08529	GO:0006468	protein phosphorylation	Biological Process
CSH1-2g08533	GO:0000779	condensed chromosome, centromeric region	Cellular Component
CSH1-2g08533	GO:0000796	condensin complex	Cellular Component
CSH1-2g08533	GO:0007076	mitotic chromosome condensation	Biological Process
CSH1-2g08533	GO:0010032	meiotic chromosome condensation	Biological Process
CSH1-2g08533	GO:0042393	histone binding	Molecular Function
CSH1-2g08534	GO:0005515	protein binding	Molecular Function
CSH1-2g08527	GO:0004356	glutamine synthetase activity	Molecular Function
CSH1-2g08527	GO:0005524	ATP binding	Molecular Function
CSH1-2g08527	GO:0006542	glutamine biosynthetic process	Biological Process
CSH1-2g08527	GO:0009507	chloroplast	Cellular Component
CSH1-2g08528	GO:0004335	galactokinase activity	Molecular Function
CSH1-2g08528	GO:0005524	ATP binding	Molecular Function
CSH1-2g08528	GO:0005829	cytosol	Cellular Component
CSH1-2g08528	GO:0006012	galactose metabolic process	Biological Process
CSH1-2g08537	GO:0004672	protein kinase activity	Molecular Function
CSH1-2g08537	GO:0005515	protein binding	Molecular Function
CSH1-2g08537	GO:0005524	ATP binding	Molecular Function
CSH1-2g08537	GO:0006468	protein phosphorylation	Biological Process
CSH1-2g08535	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08535	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08541	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08547	GO:0005789	endoplasmic reticulum membrane	Cellular Component
CSH1-2g08547	GO:0030544	Hsp70 protein binding	Molecular Function
CSH1-2g08547	GO:0051085	obsolete chaperone cofactor-dependent protein refolding	Biological Process
CSH1-2g08547	GO:0071218	cellular response to misfolded protein	Biological Process
CSH1-2g08548	GO:0016020	membrane	Cellular Component
CSH1-2g08552	GO:0000398	mRNA splicing, via spliceosome	Biological Process
CSH1-2g08552	GO:0000974	Prp19 complex	Cellular Component
CSH1-2g08552	GO:0005515	protein binding	Molecular Function
CSH1-2g08552	GO:0071011	precatalytic spliceosome	Cellular Component
CSH1-2g08552	GO:0071013	catalytic step 2 spliceosome	Cellular Component
CSH1-2g08553	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08553	GO:0042732	D-xylose metabolic process	Biological Process
CSH1-2g08553	GO:0048040	UDP-glucuronate decarboxylase activity	Molecular Function
CSH1-2g08553	GO:0070403	NAD+ binding	Molecular Function
CSH1-2g08554	GO:0000049	tRNA binding	Molecular Function
CSH1-2g08554	GO:0001731	formation of translation preinitiation complex	Biological Process
CSH1-2g08554	GO:0003743	translation initiation factor activity	Molecular Function
CSH1-2g08554	GO:0003924	GTPase activity	Molecular Function
CSH1-2g08554	GO:0005525	GTP binding	Molecular Function
CSH1-2g08554	GO:0005829	cytosol	Cellular Component
CSH1-2g08554	GO:0005850	eukaryotic translation initiation factor 2 complex	Cellular Component
CSH1-2g08555	GO:0006633	fatty acid biosynthetic process	Biological Process
CSH1-2g08555	GO:0016020	membrane	Cellular Component
CSH1-2g08555	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Molecular Function
CSH1-2g08580	GO:0006281	DNA repair	Biological Process
CSH1-2g08580	GO:0070182	DNA polymerase binding	Molecular Function
CSH1-2g08579	GO:0003857	3-hydroxyacyl-CoA dehydrogenase (NAD+) activity	Molecular Function
CSH1-2g08579	GO:0005777	peroxisome	Cellular Component
CSH1-2g08579	GO:0006635	fatty acid beta-oxidation	Biological Process
CSH1-2g08579	GO:0070403	NAD+ binding	Molecular Function
CSH1-2g08586	GO:0030036	actin cytoskeleton organization	Biological Process
CSH1-2g08586	GO:0048235	pollen sperm cell differentiation	Biological Process
CSH1-2g08586	GO:0051015	actin filament binding	Molecular Function
CSH1-2g08587	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08587	GO:0018773	acetylpyruvate hydrolase activity	Molecular Function
CSH1-2g08589	GO:0003824	catalytic activity	Molecular Function
CSH1-2g08591	GO:0003824	catalytic activity	Molecular Function
CSH1-2g08588	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08588	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08593	GO:0006952	defense response	Biological Process
CSH1-2g08593	GO:0007165	signal transduction	Biological Process
CSH1-2g08593	GO:0043531	ADP binding	Molecular Function
CSH1-2g08596	GO:0000796	condensin complex	Cellular Component
CSH1-2g08596	GO:0003682	chromatin binding	Molecular Function
CSH1-2g08596	GO:0005634	nucleus	Cellular Component
CSH1-2g08596	GO:0010032	meiotic chromosome condensation	Biological Process
CSH1-2g08596	GO:0051306	mitotic sister chromatid separation	Biological Process
CSH1-2g08597	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-2g08597	GO:0030599	pectinesterase activity	Molecular Function
CSH1-2g08597	GO:0042545	cell wall modification	Biological Process
CSH1-2g08601	GO:0000398	mRNA splicing, via spliceosome	Biological Process
CSH1-2g08601	GO:0005681	spliceosomal complex	Cellular Component
CSH1-2g08601	GO:0005682	U5 snRNP	Cellular Component
CSH1-2g08601	GO:0046540	U4/U6 x U5 tri-snRNP complex	Cellular Component
CSH1-2g08606	GO:0005985	sucrose metabolic process	Biological Process
CSH1-2g08606	GO:0016157	sucrose synthase activity	Molecular Function
CSH1-2g08612	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08612	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08615	GO:0005985	sucrose metabolic process	Biological Process
CSH1-2g08615	GO:0016157	sucrose synthase activity	Molecular Function
CSH1-2g08617	GO:0004650	polygalacturonase activity	Molecular Function
CSH1-2g08617	GO:0005576	extracellular region	Cellular Component
CSH1-2g08617	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-2g08617	GO:0071555	cell wall organization	Biological Process
CSH1-2g08620	GO:0005515	protein binding	Molecular Function
CSH1-2g08628	GO:0004630	phospholipase D activity	Molecular Function
CSH1-2g08628	GO:0005886	plasma membrane	Cellular Component
CSH1-2g08628	GO:0006654	phosphatidic acid biosynthetic process	Biological Process
CSH1-2g08628	GO:0009395	phospholipid catabolic process	Biological Process
CSH1-2g08628	GO:0035556	intracellular signal transduction	Biological Process
CSH1-2g08629	GO:0000398	mRNA splicing, via spliceosome	Biological Process
CSH1-2g08629	GO:0071006	U2-type catalytic step 1 spliceosome	Cellular Component
CSH1-2g08639	GO:0005515	protein binding	Molecular Function
CSH1-2g08641	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08641	GO:0005634	nucleus	Cellular Component
CSH1-2g08641	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08641	GO:0006952	defense response	Biological Process
CSH1-2g08641	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08641	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08641	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08648	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08648	GO:0005634	nucleus	Cellular Component
CSH1-2g08648	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08648	GO:0006952	defense response	Biological Process
CSH1-2g08648	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08648	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08648	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08646	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08646	GO:0005634	nucleus	Cellular Component
CSH1-2g08646	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08646	GO:0006952	defense response	Biological Process
CSH1-2g08646	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08646	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08646	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08652	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08652	GO:0005634	nucleus	Cellular Component
CSH1-2g08652	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08652	GO:0006952	defense response	Biological Process
CSH1-2g08652	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08652	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08652	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08653	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08653	GO:0005634	nucleus	Cellular Component
CSH1-2g08653	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08653	GO:0006952	defense response	Biological Process
CSH1-2g08653	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08653	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08653	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08679	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08684	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08684	GO:0005634	nucleus	Cellular Component
CSH1-2g08684	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08684	GO:0006952	defense response	Biological Process
CSH1-2g08684	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08684	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08684	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08688	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08688	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08677	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08677	GO:0005634	nucleus	Cellular Component
CSH1-2g08677	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08677	GO:0006952	defense response	Biological Process
CSH1-2g08677	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08677	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08677	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08682	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08682	GO:0005634	nucleus	Cellular Component
CSH1-2g08682	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08682	GO:0006952	defense response	Biological Process
CSH1-2g08682	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08682	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08682	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08683	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08683	GO:0005634	nucleus	Cellular Component
CSH1-2g08683	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08683	GO:0006952	defense response	Biological Process
CSH1-2g08683	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08683	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08683	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08686	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-2g08686	GO:0005634	nucleus	Cellular Component
CSH1-2g08686	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08686	GO:0006952	defense response	Biological Process
CSH1-2g08686	GO:0009738	abscisic acid-activated signaling pathway	Biological Process
CSH1-2g08686	GO:0010427	abscisic acid binding	Molecular Function
CSH1-2g08686	GO:0038023	signaling receptor activity	Molecular Function
CSH1-2g08695	GO:0000160	phosphorelay signal transduction system	Biological Process
CSH1-2g08695	GO:0003677	DNA binding	Molecular Function
CSH1-2g08695	GO:0003700	DNA-binding transcription factor activity	Molecular Function
CSH1-2g08695	GO:0009736	cytokinin-activated signaling pathway	Biological Process
CSH1-2g08696	GO:0005886	plasma membrane	Cellular Component
CSH1-2g08696	GO:0010215	cellulose microfibril organization	Biological Process
CSH1-2g08696	GO:0098552	side of membrane	Cellular Component
CSH1-2g08697	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08697	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08698	GO:0016020	membrane	Cellular Component
CSH1-2g08701	GO:0005515	protein binding	Molecular Function
CSH1-2g08701	GO:0005634	nucleus	Cellular Component
CSH1-2g08701	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08701	GO:0006607	NLS-bearing protein import into nucleus	Biological Process
CSH1-2g08701	GO:0008139	nuclear localization sequence binding	Molecular Function
CSH1-2g08701	GO:0061608	nuclear import signal receptor activity	Molecular Function
CSH1-2g08704	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g08704	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08718	GO:0003677	DNA binding	Molecular Function
CSH1-2g08725	GO:0010073	meristem maintenance	Biological Process
CSH1-2g08728	GO:0009044	xylan 1,4-beta-xylosidase activity	Molecular Function
CSH1-2g08728	GO:0031222	arabinan catabolic process	Biological Process
CSH1-2g08728	GO:0045493	xylan catabolic process	Biological Process
CSH1-2g08728	GO:0046556	alpha-L-arabinofuranosidase activity	Molecular Function
CSH1-2g08728	GO:0048046	apoplast	Cellular Component
CSH1-2g08730	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08730	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08737	GO:0003924	GTPase activity	Molecular Function
CSH1-2g08737	GO:0005525	GTP binding	Molecular Function
CSH1-2g08737	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-2g08737	GO:0005794	Golgi apparatus	Cellular Component
CSH1-2g08737	GO:0006886	intracellular protein transport	Biological Process
CSH1-2g08737	GO:0016192	vesicle-mediated transport	Biological Process
CSH1-2g08738	GO:0003924	GTPase activity	Molecular Function
CSH1-2g08738	GO:0005525	GTP binding	Molecular Function
CSH1-2g08738	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-2g08738	GO:0005794	Golgi apparatus	Cellular Component
CSH1-2g08738	GO:0006886	intracellular protein transport	Biological Process
CSH1-2g08738	GO:0016192	vesicle-mediated transport	Biological Process
CSH1-2g08742	GO:0009707	chloroplast outer membrane	Cellular Component
CSH1-2g08742	GO:0015171	amino acid transmembrane transporter activity	Molecular Function
CSH1-2g08747	GO:0003677	DNA binding	Molecular Function
CSH1-2g08747	GO:0004519	endonuclease activity	Molecular Function
CSH1-2g08747	GO:0006281	DNA repair	Biological Process
CSH1-2g08740	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	Molecular Function
CSH1-2g08740	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08740	GO:0006090	pyruvate metabolic process	Biological Process
CSH1-2g08740	GO:0006103	2-oxoglutarate metabolic process	Biological Process
CSH1-2g08740	GO:0045252	oxoglutarate dehydrogenase complex	Cellular Component
CSH1-2g08740	GO:0050660	flavin adenine dinucleotide binding	Molecular Function
CSH1-2g08748	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08748	GO:0006351	DNA-templated transcription	Biological Process
CSH1-2g08748	GO:0008270	zinc ion binding	Molecular Function
CSH1-2g08753	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Molecular Function
CSH1-2g08753	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-2g08757	GO:0003700	DNA-binding transcription factor activity	Molecular Function
CSH1-2g08757	GO:0005634	nucleus	Cellular Component
CSH1-2g08757	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g08757	GO:0043565	sequence-specific DNA binding	Molecular Function
CSH1-2g08758	GO:0003700	DNA-binding transcription factor activity	Molecular Function
CSH1-2g08758	GO:0005634	nucleus	Cellular Component
CSH1-2g08758	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g08758	GO:0043565	sequence-specific DNA binding	Molecular Function
CSH1-2g08784	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Molecular Function
CSH1-2g08779	GO:0005509	calcium ion binding	Molecular Function
CSH1-2g08779	GO:0016460	myosin II complex	Cellular Component
CSH1-2g08783	GO:0000413	protein peptidyl-prolyl isomerization	Biological Process
CSH1-2g08783	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	Molecular Function
CSH1-2g08788	GO:0006397	mRNA processing	Biological Process
CSH1-2g08789	GO:0016020	membrane	Cellular Component
CSH1-2g08789	GO:0030247	polysaccharide binding	Molecular Function
CSH1-2g08807	GO:0000155	phosphorelay sensor kinase activity	Molecular Function
CSH1-2g08807	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g08807	GO:0009584	detection of visible light	Biological Process
CSH1-2g08807	GO:0009585	red, far-red light phototransduction	Biological Process
CSH1-2g08807	GO:0009881	photoreceptor activity	Molecular Function
CSH1-2g08807	GO:0017006	protein-tetrapyrrole linkage	Biological Process
CSH1-2g08807	GO:0042803	protein homodimerization activity	Molecular Function
CSH1-2g08813	GO:0005576	extracellular region	Cellular Component
CSH1-2g08813	GO:0006979	response to oxidative stress	Biological Process
CSH1-2g08813	GO:0009505	plant-type cell wall	Cellular Component
CSH1-2g08813	GO:0020037	heme binding	Molecular Function
CSH1-2g08813	GO:0042744	hydrogen peroxide catabolic process	Biological Process
CSH1-2g08813	GO:0046872	metal ion binding	Molecular Function
CSH1-2g08813	GO:0098869	cellular oxidant detoxification	Biological Process
CSH1-2g08813	GO:0140825	lactoperoxidase activity	Molecular Function
CSH1-2g08815	GO:0016788	hydrolase activity, acting on ester bonds	Molecular Function
CSH1-2g08817	GO:0006629	lipid metabolic process	Biological Process
CSH1-2g08817	GO:0016298	lipase activity	Molecular Function
CSH1-2g08819	GO:0005777	peroxisome	Cellular Component
CSH1-2g08825	GO:0061631	ubiquitin conjugating enzyme activity	Molecular Function
CSH1-2g08839	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-2g08839	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08840	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08840	GO:0006457	protein folding	Biological Process
CSH1-2g08840	GO:0007017	microtubule-based process	Biological Process
CSH1-2g08840	GO:0007021	tubulin complex assembly	Biological Process
CSH1-2g08840	GO:0015631	tubulin binding	Molecular Function
CSH1-2g08840	GO:0016272	prefoldin complex	Cellular Component
CSH1-2g08846	GO:0046983	protein dimerization activity	Molecular Function
CSH1-2g08843	GO:0003723	RNA binding	Molecular Function
CSH1-2g08843	GO:0005515	protein binding	Molecular Function
CSH1-2g08843	GO:1990904	ribonucleoprotein complex	Cellular Component
CSH1-2g08847	GO:0003924	GTPase activity	Molecular Function
CSH1-2g08848	GO:0004335	galactokinase activity	Molecular Function
CSH1-2g08848	GO:0005524	ATP binding	Molecular Function
CSH1-2g08848	GO:0005829	cytosol	Cellular Component
CSH1-2g08848	GO:0006012	galactose metabolic process	Biological Process
CSH1-2g08848	GO:0046835	carbohydrate phosphorylation	Biological Process
CSH1-2g08851	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-2g08851	GO:0043086	negative regulation of catalytic activity	Biological Process
CSH1-2g08855	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-2g08855	GO:0043086	negative regulation of catalytic activity	Biological Process
CSH1-2g08857	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08857	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08857	GO:0015074	DNA integration	Biological Process
CSH1-2g08856	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-2g08861	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08861	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08860	GO:0003676	nucleic acid binding	Molecular Function
CSH1-2g08860	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-2g08870	GO:0010073	meristem maintenance	Biological Process
CSH1-2g08891	GO:0004029	aldehyde dehydrogenase (NAD+) activity	Molecular Function
CSH1-2g08891	GO:0005737	cytoplasm	Cellular Component
CSH1-2g08891	GO:0006081	aldehyde metabolic process	Biological Process
CSH1-2g08885	GO:0016020	membrane	Cellular Component
CSH1-2g08894	GO:0005634	nucleus	Cellular Component
CSH1-2g08894	GO:0009737	response to abscisic acid	Biological Process
CSH1-2g08892	GO:0005515	protein binding	Molecular Function
CSH1-2g08896	GO:0004185	serine-type carboxypeptidase activity	Molecular Function
CSH1-2g08896	GO:0005773	vacuole	Cellular Component
CSH1-2g08896	GO:0006508	proteolysis	Biological Process
CSH1-2g08897	GO:0004185	serine-type carboxypeptidase activity	Molecular Function
CSH1-2g08897	GO:0005773	vacuole	Cellular Component
CSH1-2g08897	GO:0006508	proteolysis	Biological Process
CSH1-2g08898	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-2g08898	GO:0008422	beta-glucosidase activity	Molecular Function
CSH1-2g08902	GO:0004575	sucrose alpha-glucosidase activity	Molecular Function
CSH1-2g08902	GO:0005739	mitochondrion	Cellular Component
CSH1-2g08902	GO:0005987	sucrose catabolic process	Biological Process
CSH1-2g08902	GO:0033926	endo-alpha-N-acetylgalactosaminidase activity	Molecular Function
CSH1-2g08907	GO:0000209	protein polyubiquitination	Biological Process
CSH1-2g08907	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
